,Crash Type,Collision Type,Crash Severity,Intersection Type,Crash ID,Crash Year
3334,B,6,4.0,5,1452278,2012.0
3339,2,3,5.0, ,1452285,2012.0
3343,E,3,5.0,1,1452286,2012.0
3348,E,3,5.0, ,1452290,2012.0
3355,B,1,4.0,1,1452292,2012.0
3361,E,3,5.0, ,1452294,2012.0
3368,H,6,4.0, ,1452298,2012.0
3374,E,3,4.0, ,1452300,2012.0
3381,3,0,4.0, ,1452303,2012.0
3385,E,3,4.0, ,1452305,2012.0
3390,E,3,4.0, ,1452306,2012.0
3397,B,1,5.0,1,1452307,2012.0
3402,H,6,4.0,3,1452308,2012.0
3407,E,3,4.0, ,1452311,2012.0
3412,E,3,4.0, ,1452312,2012.0
3417,B,6,5.0, ,1452313,2012.0
3422,E,3,5.0, ,1452321,2012.0
3427,H,6,5.0, ,1452326,2012.0
3432,B,1,5.0,1,1452330,2012.0
3437,B,1,5.0,1,1452333,2012.0
3442,I,-,5.0,1,1452336,2012.0
3447,2,7,5.0, ,1452337,2012.0
3451,E,3,4.0, ,1452340,2012.0
3456,D,6,5.0,1,1452341,2012.0
3461,B,6,5.0,1,1452344,2012.0
3466,E,3,4.0, ,1452345,2012.0
3471,3,0,4.0,1,1452346,2012.0
3475,E,3,5.0, ,1452349,2012.0
3482,C,5,5.0, ,1452352,2012.0
3487,E,3,5.0, ,1452369,2012.0
3492,B,1,5.0,1,1452370,2012.0
3497,D,6,5.0,3,1452371,2012.0
3502,E,3,5.0,1,1452374,2012.0
3507,E,3,4.0, ,1452378,2012.0
3512,8,9,5.0,1,1452384,2012.0
3515,B,1,5.0,5,1452387,2012.0
3520,8,9,5.0, ,1452394,2012.0
3523,E,3,4.0, ,1452411,2012.0
3532,E,3,4.0, ,1452417,2012.0
3541,E,3,4.0, ,1452425,2012.0
3548,E,3,4.0,1,1452429,2012.0
3553,3,0,2.0, ,1452430,2012.0
3557,E,3,5.0, ,1452436,2012.0
3562,E,3,5.0,3,1452440,2012.0
3567,8,9,4.0, ,1452441,2012.0
3570,C,5,4.0, ,1452445,2012.0
3577,8,9,4.0, ,1452447,2012.0
3580,C,3,4.0, ,1452449,2012.0
3587,E,3,4.0, ,1452450,2012.0
3595,H,6,4.0,1,1452452,2012.0
3600,B,6,5.0, ,1452454,2012.0
3605,B,6,5.0, ,1452455,2012.0
3610,B,1,4.0,1,1452456,2012.0
3615,C,3,5.0, ,1452457,2012.0
3620,8,9,5.0, ,1452458,2012.0
3623,B,6,5.0, ,1452459,2012.0
3628,B,1,4.0,1,1452460,2012.0
3633,B,6,5.0,1,1452461,2012.0
3638,3,0,4.0,4,1452462,2012.0
3642,E,3,4.0,3,1452463,2012.0
3647,B,1,4.0,1,1452464,2012.0
3652,E,3,5.0, ,1452465,2012.0
3657,B,1,5.0,1,1452466,2012.0
3662,B,1,5.0,1,1452467,2012.0
3667,H,6,5.0, ,1452468,2012.0
3672,B,1,5.0,1,1452469,2012.0
3678,I,-,5.0, ,1452470,2012.0
3683,E,3,5.0, ,1452473,2012.0
3688,E,3,5.0, ,1452476,2012.0
3693,B,6,4.0,1,1452482,2012.0
3699,E,3,5.0, ,1452487,2012.0
3704,E,3,5.0, ,1452489,2012.0
3709,E,3,5.0, ,1452544,2012.0
3714,E,3,5.0, ,1452545,2012.0
3719,B,6,5.0,1,1452546,2012.0
3724,B,1,5.0,1,1452547,2012.0
3729,C,5,5.0,1,1452549,2012.0
3734,E,3,5.0,3,1452550,2012.0
3739,B,6,5.0,1,1452554,2012.0
3744,6,1,4.0,1,1452557,2012.0
3748,B,6,5.0,3,1452559,2012.0
3753,C,5,5.0, ,1452562,2012.0
3758,E,3,4.0, ,1452563,2012.0
3763,G,2,4.0,1,1452565,2012.0
3778,F,3,5.0,1,1452566,2012.0
3783,0,8,5.0, ,1452569,2012.0
3786,B,1,5.0,1,1452572,2012.0
3791,8,9,4.0,3,1452576,2012.0
3794,E,3,4.0,1,1452577,2012.0
3799,H,6,4.0,1,1452579,2012.0
3805,8,9,5.0, ,1452582,2012.0
3808,E,3,4.0, ,1452583,2012.0
3814,E,3,4.0,1,1452589,2012.0
3820,G,4,4.0, ,1452592,2012.0
3825,2,-,5.0, ,1452597,2012.0
3829,E,3,5.0,1,1452598,2012.0
3834,8,9,5.0,1,1452600,2012.0
3837,E,3,4.0,1,1452603,2012.0
3842,E,3,4.0,1,1452605,2012.0
3847,2,4,5.0, ,1452610,2012.0
3852,B,1,5.0,1,1452618,2012.0
3857,E,3,5.0,1,1452622,2012.0
3862,E,3,5.0,3,1452628,2012.0
3867,F,7,5.0, ,1452633,2012.0
3872,8,9,4.0, ,1452637,2012.0
3876,B,1,4.0,1,1452638,2012.0
3881,8,9,5.0,3,1452639,2012.0
3884,2,3,5.0, ,1452640,2012.0
3888,B,6,5.0, ,1452643,2012.0
3893,E,3,5.0,3,1452644,2012.0
3898,B,1,4.0,1,1452654,2012.0
3903,B,6,4.0,1,1452656,2012.0
3908,B,1,4.0,1,1452658,2012.0
3913,B,1,4.0,1,1452660,2012.0
3918,8,9,5.0, ,1452661,2012.0
3921,C,3,5.0, ,1452665,2012.0
3926,E,3,4.0, ,1452668,2012.0
3933,E,3,4.0, ,1452672,2012.0
3938,E,3,5.0, ,1452675,2012.0
3943,3,0,2.0,3,1452679,2012.0
3947,E,3,4.0, ,1452683,2012.0
3952,C,5,4.0, ,1452685,2012.0
3957,8,9,5.0, ,1452687,2012.0
3964,E,3,4.0,3,1452688,2012.0
3969,H,6,5.0,1,1452692,2012.0
3974,A,6,5.0,1,1452694,2012.0
3979,C,5,5.0, ,1452702,2012.0
3984,H,6,5.0,1,1452704,2012.0
3989,E,3,5.0,1,1452707,2012.0
3994,C,3,5.0, ,1452709,2012.0
3999,B,6,5.0,4,1452710,2012.0
4004,E,3,5.0, ,1452711,2012.0
4009,C,5,5.0, ,1452716,2012.0
4014,E,3,5.0, ,1452717,2012.0
4019,B,1,5.0,1,1452721,2012.0
4024,E,3,5.0,1,1452724,2012.0
4029,8,9,4.0, ,1452729,2012.0
4032,C,5,5.0, ,1452734,2012.0
4037,E,3,5.0,6,1452737,2012.0
4042,E,3,4.0, ,1452739,2012.0
4047,A,6,5.0,3,1452741,2012.0
4052,8,9,4.0, ,1452742,2012.0
4057,D,6,5.0,3,1452745,2012.0
4062,8,9,5.0, ,1452746,2012.0
4065,C,5,5.0, ,1452747,2012.0
4070,E,3,5.0, ,1452748,2012.0
4075,3,0,4.0,1,1452749,2012.0
4079,2,3,5.0, ,1452750,2012.0
4083,C,5,5.0, ,1452751,2012.0
4088,C,3,5.0, ,1452753,2012.0
4093,6,6,4.0,1,1452755,2012.0
4097,C,3,4.0, ,1452756,2012.0
4104,9,9,5.0, ,1452758,2012.0
4107,2,5,5.0, ,1452760,2012.0
4111,B,6,4.0,3,1452763,2012.0
4116,B,1,5.0,1,1452768,2012.0
4121,E,3,4.0, ,1452772,2012.0
4131,E,3,4.0,1,1452775,2012.0
4136,E,3,4.0, ,1452776,2012.0
4147,E,3,5.0, ,1452779,2012.0
4152,E,3,4.0, ,1452783,2012.0
4157,E,3,5.0, ,1452787,2012.0
4162,E,3,4.0, ,1452789,2012.0
4167,2,1,5.0,3,1452794,2012.0
4171,E,3,4.0, ,1452798,2012.0
4179,8,9,4.0, ,1452799,2012.0
4182,E,3,4.0,1,1452801,2012.0
4187,B,1,4.0,1,1452806,2012.0
4192,B,6,5.0, ,1452811,2012.0
4197,3,0,4.0,3,1452812,2012.0
4201,A,-,5.0, ,1452814,2012.0
4206,E,3,5.0, ,1452816,2012.0
4213,E,3,4.0, ,1452817,2012.0
4218,8,9,4.0, ,1452818,2012.0
4221,A,6,5.0,3,1452820,2012.0
4226,H,6,4.0,1,1452823,2012.0
4231,E,3,4.0,3,1452825,2012.0
4236,I,-,5.0, ,1452827,2012.0
4241,2,7,5.0, ,1452828,2012.0
4245,B,1,5.0,1,1452831,2012.0
4250,F,6,5.0,3,1452835,2012.0
4255,E,5,4.0,1,1452838,2012.0
4264,E,3,5.0, ,1452842,2012.0
4269,E,3,4.0, ,1452844,2012.0
4274,8,9,5.0, ,1452847,2012.0
4277,F,6,5.0,1,1452848,2012.0
4282,B,1,5.0,1,1452850,2012.0
4289,6,6,4.0,3,1452853,2012.0
4293,D,6,5.0,1,1452857,2012.0
4298,E,3,5.0, ,1452859,2012.0
4305,E,3,5.0, ,1452860,2012.0
4310,E,3,5.0,1,1452865,2012.0
4315,H,6,5.0,6,1452869,2012.0
4320,9,9,5.0,3,1452871,2012.0
4323,3,0,4.0,1,1452874,2012.0
4327,H,6,4.0, ,1452875,2012.0
4333,8,9,5.0, ,1452880,2012.0
4336,E,3,4.0, ,1452885,2012.0
4342,3,0,4.0, ,1452899,2012.0
4348,6,6,4.0,1,1452900,2012.0
4352,&,8,5.0, ,1452904,2012.0
4355,E,3,4.0,1,1452906,2012.0
4360,8,9,5.0, ,1452909,2012.0
4363,E,3,4.0,3,1452913,2012.0
4368,2,5,5.0, ,1452916,2012.0
4373,C,5,5.0, ,1452920,2012.0
4378,E,3,4.0, ,1452947,2012.0
4386,D,3,4.0,3,1452958,2012.0
4391,E,3,4.0, ,1452963,2012.0
4397,B,6,4.0, ,1452966,2012.0
4402,E,3,5.0, ,1452968,2012.0
4407,F,6,5.0,1,1452970,2012.0
4412,E,3,4.0,1,1452971,2012.0
4417,B,6,4.0,1,1452972,2012.0
4422,&,8,4.0, ,1452973,2012.0
4426,6,1,4.0,1,1452975,2012.0
4430,E,3,4.0,3,1452976,2012.0
4435,E,3,5.0,1,1452977,2012.0
4441,E,3,4.0, ,1452983,2012.0
4446,B,1,4.0,1,1452986,2012.0
4451,B,6,5.0,3,1452987,2012.0
4456,G,2,4.0,1,1452989,2012.0
4461,E,3,4.0,1,1452991,2012.0
4470,E,3,4.0, ,1452999,2012.0
4475,C,5,4.0,5,1453002,2012.0
4481,8,9,4.0, ,1453009,2012.0
4485,G,4,5.0, ,1453011,2012.0
4490,3,0,4.0,1,1453013,2012.0
4494,C,5,5.0, ,1453018,2012.0
4499,C,3,5.0, ,1453019,2012.0
4504,2,5,5.0, ,1453020,2012.0
4508,B,6,4.0,3,1453023,2012.0
4513,B,6,5.0, ,1453024,2012.0
4518,E,3,4.0,3,1453025,2012.0
4523,B,6,5.0,3,1453028,2012.0
4528,E,3,5.0, ,1453029,2012.0
4533,E,3,5.0, ,1453031,2012.0
4538,B,6,5.0,3,1453032,2012.0
4543,B,1,5.0,1,1453034,2012.0
4548,C,3,4.0, ,1453036,2012.0
4553,E,3,4.0, ,1453037,2012.0
4559,8,9,5.0, ,1453038,2012.0
4562,E,3,5.0,1,1453040,2012.0
4567,I,2,5.0,1,1453042,2012.0
4572,H,6,4.0,1,1453045,2012.0
4577,E,3,5.0,1,1453046,2012.0
4582,E,3,4.0, ,1453048,2012.0
4587,E,3,4.0, ,1453055,2012.0
4592,E,3,5.0, ,1453056,2012.0
4597,C,5,5.0, ,1453063,2012.0
4602,B,1,5.0, ,1453067,2012.0
4607,8,9,4.0,3,1453069,2012.0
4610,F,6,5.0,1,1453070,2012.0
4615,8,9,5.0, ,1453088,2012.0
4618,8,9,4.0, ,1453099,2012.0
4621,H,6,4.0,4,1453101,2012.0
4626,C,5,5.0, ,1453103,2012.0
4631,C,5,5.0, ,1453105,2012.0
4636,C,3,5.0, ,1453108,2012.0
4641,6,6,4.0,1,1453111,2012.0
4645,E,3,4.0,1,1453113,2012.0
4653,E,3,5.0, ,1453116,2012.0
4658,E,3,4.0, ,1453120,2012.0
4663,E,3,4.0, ,1453121,2012.0
4668,E,3,4.0, ,1453122,2012.0
4673,B,6,4.0,1,1453127,2012.0
4678,E,3,5.0, ,1453131,2012.0
4683,B,6,5.0, ,1453134,2012.0
4688,B,1,4.0,1,1453136,2012.0
4694,H,6,4.0, ,1453139,2012.0
4700,B,6,4.0,3,1453141,2012.0
4705,B,1,5.0,1,1453143,2012.0
4710,E,3,5.0,1,1453144,2012.0
4715,B,6,4.0,1,1453145,2012.0
4721,E,3,5.0, ,1453147,2012.0
4726,E,3,5.0, ,1453148,2012.0
4731,D,6,5.0, ,1453149,2012.0
4736,E,3,5.0, ,1453150,2012.0
4741,B,1,4.0,1,1453151,2012.0
4746,E,3,4.0, ,1453152,2012.0
4753,E,3,4.0,1,1453153,2012.0
4760,C,5,5.0, ,1453164,2012.0
4765,E,3,4.0, ,1453169,2012.0
4772,C,5,4.0, ,1453222,2012.0
4777,E,3,4.0,5,1453224,2012.0
4782,H,6,5.0,1,1453226,2012.0
4789,E,3,4.0, ,1453229,2012.0
4795,8,9,5.0,3,1453231,2012.0
4798,2,5,5.0, ,1453233,2012.0
4802,8,9,5.0, ,1453235,2012.0
4805,3,0,4.0,4,1453238,2012.0
4809,E,3,4.0, ,1453242,2012.0
4818,E,3,4.0, ,1453245,2012.0
4823,B,1,4.0,1,1453247,2012.0
4829,B,6,5.0, ,1453250,2012.0
4835,H,6,4.0,1,1453252,2012.0
4840,E,3,5.0, ,1453254,2012.0
4845,H,6,4.0, ,1453258,2012.0
4850,B,1,5.0,1,1453260,2012.0
4855,E,3,4.0, ,1453262,2012.0
4861,D,3,5.0,1,1453263,2012.0
4866,B,6,5.0,3,1453265,2012.0
4871,E,3,5.0,1,1453267,2012.0
4876,E,3,5.0,1,1453268,2012.0
4881,B,1,5.0,1,1453271,2012.0
4886,E,3,4.0, ,1453273,2012.0
4891,2,5,4.0, ,1453276,2012.0
4896,E,3,4.0, ,1453284,2012.0
4901,C,3,4.0,3,1453297,2012.0
4908,E,3,4.0, ,1453302,2012.0
4913,B,6,4.0, ,1453309,2012.0
4918,E,3,4.0,3,1453312,2012.0
4924,E,3,4.0, ,1453317,2012.0
4931,B,6,4.0, ,1453321,2012.0
4936,B,1,4.0,1,1453330,2012.0
4941,B,1,4.0,1,1453340,2012.0
4946,E,3,4.0,1,1453343,2012.0
4951,E,3,4.0,3,1453362,2012.0
4960,B,6,4.0, ,1453372,2012.0
4966,8,9,4.0, ,1453382,2012.0
4971,B,6,4.0,1,1453386,2012.0
4979,B,6,4.0,1,1453390,2012.0
4984,C,5,4.0, ,1453392,2012.0
4989,D,6,4.0, ,1453393,2012.0
4994,B,1,4.0,1,1453396,2012.0
4999,E,3,4.0, ,1453400,2012.0
5006,E,3,4.0,1,1453405,2012.0
5015,E,3,4.0,1,1453408,2012.0
5020,B,1,4.0,3,1453410,2012.0
5027,E,3,5.0, ,1453411,2012.0
5032,E,3,4.0, ,1453412,2012.0
5037,3,0,4.0,1,1453413,2012.0
5041,E,3,4.0, ,1453414,2012.0
5046,E,3,5.0, ,1453416,2012.0
5051,E,3,5.0, ,1453418,2012.0
5056,B,1,5.0,1,1453451,2012.0
5061,E,3,4.0, ,1453456,2012.0
5066,C,5,4.0, ,1453459,2012.0
5071,2,1,4.0,3,1453462,2012.0
5075,E,3,4.0, ,1453476,2012.0
5080,&,8,4.0, ,1453490,2012.0
5083,E,3,5.0, ,1453495,2012.0
5088,C,5,4.0, ,1453497,2012.0
5093,C,5,5.0, ,1453503,2012.0
5099,B,1,5.0,1,1453511,2012.0
5104,E,3,5.0, ,1453520,2012.0
5109,D,6,5.0, ,1453523,2012.0
5114,E,3,4.0, ,1453530,2012.0
5119,C,5,5.0, ,1453535,2012.0
5124,E,3,5.0, ,1453542,2012.0
5129,C,5,4.0, ,1453545,2012.0
5134,C,5,5.0, ,1453549,2012.0
5139,B,6,4.0,1,1453551,2012.0
5148,E,3,4.0, ,1453556,2012.0
5153,B,1,4.0,1,1453559,2012.0
5159,J,-,4.0, ,1453564,2012.0
5165,B,6,4.0,1,1453567,2012.0
5171,E,3,4.0, ,1453603,2012.0
5176,E,3,4.0,1,1453604,2012.0
5182,B,-,4.0, ,1453611,2012.0
5188,E,3,4.0,1,1453612,2012.0
5193,3,0,4.0, ,1453613,2012.0
5197,8,9,5.0,2,1453615,2012.0
5200,6,6,4.0,1,1453616,2012.0
5204,B,1,4.0,1,1453617,2012.0
5211,B,1,5.0,1,1453618,2012.0
5216,6,1,4.0,1,1453620,2012.0
5220,B,6,4.0,3,1453621,2012.0
5225,B,6,5.0, ,1453628,2012.0
5230,E,3,4.0, ,1453631,2012.0
5237,E,3,5.0, ,1453633,2012.0
5242,E,3,4.0, ,1453635,2012.0
5247,H,6,4.0,1,1453638,2012.0
5258,E,3,4.0, ,1453640,2012.0
5263,2,3,5.0, ,1453641,2012.0
5267,B,1,5.0,1,1453642,2012.0
5272,C,3,5.0,5,1453644,2012.0
5277,6,6,4.0,3,1453649,2012.0
5281,C,5,5.0,1,1453650,2012.0
5286,B,1,5.0,1,1453656,2012.0
5291,C,3,4.0, ,1453662,2012.0
5296,E,3,4.0,1,1453668,2012.0
5303,E,3,5.0, ,1453671,2012.0
5310,E,3,5.0, ,1453673,2012.0
5315,E,3,4.0, ,1453674,2012.0
5322,E,3,4.0,3,1453677,2012.0
5327,E,3,4.0, ,1453681,2012.0
5332,J,6,4.0,1,1453682,2012.0
5337,B,1,4.0,1,1453687,2012.0
5343,H,6,5.0, ,1453697,2012.0
5348,8,9,4.0, ,1453701,2012.0
5352,B,1,4.0,1,1453711,2012.0
5357,2,5,5.0, ,1453712,2012.0
5361,E,3,5.0, ,1453722,2012.0
5366,C,3,5.0, ,1453726,2012.0
5371,C,3,5.0, ,1453733,2012.0
5376,E,3,4.0, ,1453735,2012.0
5381,E,3,4.0,3,1453736,2012.0
5386,E,3,4.0, ,1453741,2012.0
5397,E,3,5.0, ,1453742,2012.0
5402,B,6,4.0,1,1453743,2012.0
5407,E,3,4.0,1,1453744,2012.0
5412,B,6,4.0, ,1453745,2012.0
5420,E,3,4.0, ,1453746,2012.0
5425,8,9,5.0, ,1453747,2012.0
5428,E,3,5.0,1,1453748,2012.0
5435,C,5,4.0, ,1453749,2012.0
5440,C,5,4.0, ,1453752,2012.0
5446,B,1,4.0,1,1453753,2012.0
5451,C,3,4.0, ,1453758,2012.0
5456,B,6,4.0,3,1453762,2012.0
5461,D,6,5.0,1,1453763,2012.0
5466,E,3,5.0,5,1453767,2012.0
5471,H,6,4.0,1,1453770,2012.0
5476,C,5,4.0, ,1453772,2012.0
5483,3,0,4.0,1,1453774,2012.0
5487,E,3,4.0, ,1453776,2012.0
5492,2,6,5.0, ,1453777,2012.0
5496,C,5,5.0, ,1453778,2012.0
5501,E,3,5.0, ,1453779,2012.0
5506,E,3,4.0,1,1453784,2012.0
5512,B,6,4.0,1,1453786,2012.0
5517,C,5,5.0, ,1453790,2012.0
5522,C,5,5.0, ,1453791,2012.0
5527,H,6,5.0, ,1453792,2012.0
5533,E,3,5.0, ,1453794,2012.0
5540,B,1,5.0,1,1453795,2012.0
5545,B,6,5.0, ,1453797,2012.0
5550,C,5,5.0, ,1453800,2012.0
5555,H,6,4.0,3,1453816,2012.0
5560,B,1,5.0,1,1453817,2012.0
5565,C,5,4.0, ,1453820,2012.0
5570,E,3,4.0, ,1453822,2012.0
5576,C,5,4.0,1,1453828,2012.0
5582,E,3,5.0, ,1453833,2012.0
5587,2,4,4.0, ,1453835,2012.0
5591,A,6,5.0,1,1453839,2012.0
5596,G,2,5.0, ,1453842,2012.0
5601,8,9,5.0, ,1453845,2012.0
5605,C,5,5.0, ,1453847,2012.0
5610,3,0,4.0,1,1453848,2012.0
5614,8,9,4.0, ,1453849,2012.0
5617,2,2,5.0, ,1453852,2012.0
5621,E,3,5.0,3,1453853,2012.0
5626,&,8,4.0,1,1453855,2012.0
5629,C,5,5.0,3,1453857,2012.0
5634,H,6,5.0,3,1453858,2012.0
5639,E,3,4.0, ,1453859,2012.0
5644,E,3,4.0,1,1453860,2012.0
5649,E,3,4.0, ,1453861,2012.0
5657,E,3,4.0, ,1453862,2012.0
5663,E,3,5.0,3,1453863,2012.0
5670,3,0,4.0,1,1453865,2012.0
5674,6,1,4.0,1,1453866,2012.0
5678,E,3,4.0, ,1453892,2012.0
5683,8,9,5.0,1,1453893,2012.0
5686,B,1,4.0,1,1453894,2012.0
5691,D,6,4.0, ,1453895,2012.0
5699,E,3,4.0, ,1453897,2012.0
5707,8,9,4.0,3,1453900,2012.0
5710,E,3,4.0,3,1453901,2012.0
5715,H,6,5.0,3,1453903,2012.0
5720,C,5,5.0, ,1453905,2012.0
5725,E,3,5.0, ,1453908,2012.0
5733,E,3,4.0, ,1453910,2012.0
5739,E,3,5.0, ,1453911,2012.0
5745,B,1,4.0,1,1453913,2012.0
5753,E,3,4.0, ,1453914,2012.0
5758,B,1,4.0,1,1453915,2012.0
5763,E,3,4.0, ,1453917,2012.0
5768,B,1,4.0,5,1453918,2012.0
5773,B,6,5.0,1,1453923,2012.0
5778,E,3,4.0, ,1453929,2012.0
5785,B,6,4.0, ,1453931,2012.0
5790,E,3,4.0, ,1453933,2012.0
5795,D,3,5.0, ,1453935,2012.0
5800,B,1,4.0,1,1453942,2012.0
5806,C,3,5.0, ,1453943,2012.0
5811,E,3,5.0, ,1453945,2012.0
5817,E,3,4.0, ,1453949,2012.0
5822,E,3,4.0,1,1453951,2012.0
5827,8,9,4.0, ,1453956,2012.0
5830,E,3,4.0, ,1453961,2012.0
5835,E,3,4.0, ,1453966,2012.0
5840,3,0,4.0, ,1453976,2012.0
5844,E,3,4.0,1,1453983,2012.0
5852,6,1,4.0,1,1453987,2012.0
5856,E,3,4.0, ,1453996,2012.0
5861,E,3,4.0, ,1454004,2012.0
5866,E,3,4.0, ,1454062,2012.0
5871,B,1,4.0,1,1454067,2012.0
5877,E,3,4.0, ,1454073,2012.0
5882,6,6,4.0,1,1454077,2012.0
5886,E,3,5.0, ,1454080,2012.0
5891,8,9,4.0, ,1454084,2012.0
5896,E,3,4.0, ,1454085,2012.0
5903,C,5,5.0,1,1454096,2012.0
5908,B,6,5.0,1,1454120,2012.0
5913,E,3,5.0, ,1454121,2012.0
5918,E,3,5.0,1,1454123,2012.0
5923,B,1,5.0,1,1454125,2012.0
5928,2,3,5.0, ,1454126,2012.0
5932,D,6,5.0,1,1454128,2012.0
5937,B,6,5.0, ,1454129,2012.0
5942,7,&,5.0, ,1454134,2012.0
5945,B,1,4.0,1,1454136,2012.0
5953,E,3,4.0, ,1454137,2012.0
5958,B,6,5.0,3,1454139,2012.0
5963,E,3,5.0, ,1454141,2012.0
5968,B,6,5.0, ,1454143,2012.0
5973,B,6,5.0,1,1454144,2012.0
5978,2,-,5.0, ,1454145,2012.0
5982,E,3,4.0,1,1454146,2012.0
5987,6,6,4.0,1,1454149,2012.0
5991,E,3,4.0,4,1454150,2012.0
5996,I,4,5.0, ,1454153,2012.0
6001,B,1,5.0,1,1454154,2012.0
6006,D,6,5.0,5,1454159,2012.0
6011,D,6,5.0, ,1454160,2012.0
6016,8,9,5.0, ,1454162,2012.0
6019,B,1,5.0,1,1454163,2012.0
6024,E,3,4.0, ,1454174,2012.0
6029,E,3,4.0,1,1454175,2012.0
6034,&,8,4.0, ,1454176,2012.0
6037,H,6,4.0,1,1454178,2012.0
6042,6,3,4.0,3,1454180,2012.0
6046,E,3,4.0, ,1454183,2012.0
6053,E,3,4.0,1,1454185,2012.0
6060,3,0,4.0,1,1454187,2012.0
6064,B,1,4.0,1,1454209,2012.0
6069,B,1,5.0,1,1454212,2012.0
6074,6,6,4.0,1,1454215,2012.0
6078,B,6,5.0, ,1454242,2012.0
6083,H,6,4.0,1,1454243,2012.0
6089,C,3,4.0, ,1454244,2012.0
6094,B,1,5.0,1,1454245,2012.0
6099,E,3,5.0, ,1454248,2012.0
6104,E,3,5.0,3,1454250,2012.0
6109,E,3,5.0,1,1454255,2012.0
6114,B,1,4.0,1,1454260,2012.0
6119,B,1,4.0,1,1454261,2012.0
6125,B,1,4.0,1,1454263,2012.0
6131,B,1,4.0,1,1454264,2012.0
6137,E,3,5.0, ,1454268,2012.0
6142,E,3,4.0, ,1454270,2012.0
6147,E,3,4.0, ,1454275,2012.0
6152,H,6,4.0,1,1454277,2012.0
6157,D,6,5.0, ,1454279,2012.0
6162,3,0,4.0,3,1454281,2012.0
6166,E,3,5.0,3,1454282,2012.0
6171,E,3,4.0, ,1454284,2012.0
6176,6,1,4.0,1,1454285,2012.0
6180,B,6,5.0, ,1454287,2012.0
6185,H,6,4.0, ,1454289,2012.0
6191,H,6,4.0,3,1454292,2012.0
6196,E,3,4.0, ,1454296,2012.0
6201,E,3,4.0,1,1454298,2012.0
6206,C,3,4.0, ,1454300,2012.0
6213,B,6,4.0, ,1454306,2012.0
6218,H,6,4.0,3,1454310,2012.0
6225,6,1,4.0, ,1454314,2012.0
6229,C,3,4.0,1,1454319,2012.0
6234,B,1,5.0,5,1454322,2012.0
6239,B,1,5.0,1,1454324,2012.0
6244,D,6,4.0,1,1454327,2012.0
6249,E,3,4.0, ,1454330,2012.0
6254,B,6,5.0, ,1454331,2012.0
6259,3,0,4.0,1,1454334,2012.0
6263,E,3,4.0,1,1454336,2012.0
6271,8,9,4.0, ,1454346,2012.0
6275,E,3,4.0, ,1454349,2012.0
6283,E,3,5.0,3,1454359,2012.0
6288,B,6,5.0, ,1454361,2012.0
6293,E,3,5.0,1,1454363,2012.0
6298,D,6,5.0, ,1454368,2012.0
6303,8,9,5.0, ,1454372,2012.0
6306,E,3,5.0,3,1454375,2012.0
6311,E,3,4.0, ,1454377,2012.0
6318,E,3,4.0, ,1454379,2012.0
6324,E,3,5.0, ,1454382,2012.0
6329,E,3,5.0,3,1454386,2012.0
6336,D,6,5.0,1,1454392,2012.0
6342,E,3,5.0, ,1454412,2012.0
6347,E,3,4.0,1,1454418,2012.0
6352,B,1,5.0,1,1454424,2012.0
6357,I,2,5.0,3,1454428,2012.0
6362,2,-,5.0, ,1454430,2012.0
6366,H,6,4.0,3,1454436,2012.0
6371,J,6,4.0,1,1454441,2012.0
6377,H,6,5.0,1,1454444,2012.0
6382,C,5,4.0, ,1454449,2012.0
6387,C,5,4.0, ,1454451,2012.0
6392,E,3,4.0, ,1454452,2012.0
6397,B,1,4.0,1,1454453,2012.0
6402,E,3,4.0, ,1454456,2012.0
6409,B,6,4.0, ,1454460,2012.0
6414,B,1,4.0,1,1454461,2012.0
6419,C,3,4.0, ,1454463,2012.0
6424,C,3,4.0, ,1454466,2012.0
6429,E,3,4.0, ,1454467,2012.0
6434,B,1,4.0,1,1454468,2012.0
6439,B,6,4.0,4,1454471,2012.0
6444,B,6,5.0,1,1454475,2012.0
6449,B,1,5.0,1,1454477,2012.0
6454,B,6,5.0, ,1454478,2012.0
6459,B,6,5.0, ,1454480,2012.0
6464,H,6,5.0,1,1454482,2012.0
6469,E,3,5.0,3,1454484,2012.0
6474,B,1,5.0,1,1454485,2012.0
6479,E,3,5.0,3,1454558,2012.0
6484,E,3,4.0, ,1454561,2012.0
6489,E,3,4.0,3,1454567,2012.0
6494,E,3,5.0, ,1454568,2012.0
6499,8,9,4.0, ,1454570,2012.0
6504,B,6,5.0,3,1454571,2012.0
6509,C,3,5.0, ,1454573,2012.0
6514,E,3,5.0,3,1454578,2012.0
6519,H,6,4.0,1,1454580,2012.0
6524,8,9,4.0,2,1454587,2012.0
6528,E,3,5.0,1,1454588,2012.0
6533,E,3,4.0, ,1454589,2012.0
6538,B,1,4.0,1,1454590,2012.0
6543,E,3,4.0,4,1454591,2012.0
6548,C,3,5.0, ,1454592,2012.0
6553,E,3,4.0, ,1454593,2012.0
6560,8,9,5.0, ,1454594,2012.0
6563,D,6,5.0,1,1454595,2012.0
6568,E,3,4.0,1,1454597,2012.0
6575,D,3,5.0,1,1454598,2012.0
6580,B,6,5.0, ,1454600,2012.0
6585,6,3,4.0, ,1454601,2012.0
6589,C,5,5.0,6,1454602,2012.0
6594,E,3,4.0, ,1454604,2012.0
6599,B,1,5.0,1,1454606,2012.0
